Year,POS,Player,Team,Sack
2016,DEF,Rodney Gunter,Ari,1.5
2016,DEF,Todd Gurley,LA,0
2016,DEF,Lawrence Guy,Bal,1
2016,DEF,Winston Guy Jr.,Ind,0
2016,DEF,Ra'Shede Hageman,Atl,2
2016,DEF,Bryce Hager,LA,0
2016,DEF,Chris Hairston,SD,0
2016,DEF,Tamba Hali,KC,3.5
2016,DEF,DeAngelo Hall,Was,0
2016,DEF,Woodrow Hamilton,NE,0
2016,DEF,Cobi Hamilton,Pit,0
2016,DEF,Antonio Hamilton,Oak,0
2016,DEF,Je'Ron Hamm,SF,0
2016,DEF,Johnathan Hankins,NYG,3
2016,DEF,Clay Harbor,Det,0
2016,DEF,Justin Hardy,Atl,0
2016,DEF,Javon Hargrave,Pit,2
2016,DEF,Eli Harold,SF,3
2016,DEF,Roman Harper,NO,0
2016,DEF,Josh Harris,Atl,0
2016,DEF,David Harris,NYJ,0.5
2016,DEF,De'Vante Harris,NO,0
2016,DEF,Demetrius Harris,KC,0
2016,DEF,DuJuan Harris,SF,0
2016,DEF,Dwayne Harris,NYG,0
2016,DEF,Anthony Harris,Min,0
2016,DEF,Erik Harris,NO,0
2016,DEF,Clark Harris,Cin,0
2016,DEF,Damon Harrison,NYG,2.5
2016,DEF,Bobby Hart,NYG,0
2016,DEF,Taylor Hart,SF,0
2016,DEF,Stephen Hauschka,Sea,0
2016,DEF,Rob Havenstein,LA,0
2016,DEF,Andrew Hawkins,Cle,0
2016,DEF,Josh Hawkins,GB,0
2016,DEF,Joe Hawley,TB,0
2016,DEF,D.J. Hayden,Oak,0
2016,DEF,William Hayes,LA,5
2016,DEF,Joel Heath,Hou,2
2016,DEF,Ben Heeney,Oak,0
2016,DEF,Temarrick Hemingway,LA,0
2016,DEF,Erin Henderson,NYJ,0
2016,DEF,Hunter Henry,SD,0
2016,DEF,Mark Herzlich,NYG,0
2016,DEF,Devin Hester,Bal,0
2016,DEF,Ryan Hewitt,Cin,0
2016,DEF,Neville Hewitt,Mia,1
2016,DEF,Cameron Heyward,Pit,3
2016,DEF,Darrius Heyward-Bey,Pit,0
2016,DEF,Akiem Hicks,Chi,7
2016,DEF,Tyler Higbee,LA,0
2016,DEF,Dont'a Hightower,NE,2.5
2016,DEF,Josh Hill,NO,0
2016,DEF,Troy Hill,LA,0
2016,DEF,Tyreek Hill,KC,0
2016,DEF,T.Y. Hilton,Ind,0
2016,DEF,Anthony Hitchens,Dal,1.5
2016,DEF,Chris Hogan,NE,0
2016,DEF,Andre Holmes,Oak,0
2016,DEF,Tyrone Holmes,Cle,1
2016,DEF,Johnny Holton,Oak,0
2016,DEF,Evander Hood,Was,1
2016,DEF,Austin Hooper,Atl,0
2016,DEF,DeAndre Hopkins,Hou,0
2016,DEF,Wes Horton,Car,2.5
2016,DEF,Davon House,Jax,0
2016,DEF,Justin Houston,KC,4
2016,DEF,Lamarr Houston,Chi,0
2016,DEF,DeAndre Houston-Carson,Chi,0
2016,DEF,Tracy Howard,Cle,0
2016,DEF,Xavien Howard,Mia,0
2016,DEF,Jaye Howard,KC,1
2016,DEF,Austin Howard,Oak,0
2016,DEF,Jordan Howard,Chi,0
2016,DEF,Julian Howsare,NYJ,0
2016,DEF,Brian Hoyer,Chi,0
2016,DEF,Josh Huff,Phi,0
2016,DEF,Marqueston Huff,Bal,0
2016,DEF,Jerry Hughes,Buf,6
2016,DEF,John Hughes,TB,0
2016,DEF,Charley Hughlett,Cle,0
2016,DEF,Ramon Humber,Buf,0
2016,DEF,Akeem Hunt,Hou,0
2016,DEF,Margus Hunt,Cin,0
2016,DEF,Danielle Hunter,Min,12.5
2016,DEF,Justin Hunter,Buf,0
2016,DEF,Michael Hunter,NYG,0
2016,DEF,Carlos Hyde,SF,0
2016,DEF,Kerry Hyder,Det,8
2016,DEF,James Ihedigbo,Buf,0
2016,DEF,Duke Ihenacho,Was,0
2016,DEF,Benjamin Ijalana,NYJ,0
2016,DEF,Mark Ingram,NO,0
2016,DEF,Melvin Ingram,SD,8
2016,DEF,Dontrelle Inman,SD,0
2016,DEF,Matt Ioannidis,Was,0
2016,DEF,Bruce Irvin,Oak,7
2016,DEF,David Irving,Dal,4
2016,DEF,Kemal Ishmael,Atl,0
2016,DEF,Prince Charles Iworah,SF,0
2016,DEF,Myles Jack,Jax,0.5
2016,DEF,Tyson Jackson,Atl,0
2016,DEF,Asa Jackson,Det,0
2016,DEF,Branden Jackson,Oak,0
2016,DEF,D'Qwell Jackson,Ind,1
2016,DEF,DeSean Jackson,Was,0
2016,DEF,Edwin Jackson,Ind,2
2016,DEF,Gabe Jackson,Oak,0
2016,DEF,Malik Jackson,Jax,6.5
2016,DEF,Charles James,Ind,0
2016,DEF,Cory James,Oak,0
2016,DEF,Ja'Wuan James,Mia,0
2016,DEF,Jesse James,Pit,0
2016,DEF,Jeff Janis,GB,0
2016,DEF,Andy Janovich,Den,0
2016,DEF,J.J. Jansen,Car,0
2016,DEF,Grady Jarrett,Atl,3
2016,DEF,Ricky Jean-Francois,Was,1.5
2016,DEF,Tony Jefferson,Ari,2
2016,DEF,Quinton Jefferson,Sea,0
2016,DEF,Alshon Jeffery,Chi,0
2016,DEF,Jelani Jenkins,Mia,0
2016,DEF,John Jenkins,Sea,0
2016,DEF,Jordan Jenkins,NYJ,2.5
2016,DEF,Cullen Jenkins,Was,1.5
2016,DEF,Jarvis Jenkins,NYJ,0
2016,DEF,Rashad Jennings,NYG,0
2016,DEF,Ryan Jensen,Bal,0
2016,DEF,Tony Jerod-Eddie,SF,0
2016,DEF,John Jerry,NYG,0
2016,DEF,Michael Johnson,Cin,3.5
2016,DEF,David Johnson,Ari,0
2016,DEF,Leonard Johnson,Car,1
2016,DEF,Rashad Johnson,Ten,0
2016,DEF,Dontae Johnson,SF,0
2016,DEF,Anthony Johnson,NYJ,0
2016,DEF,Toby Johnson,Min,0
2016,DEF,Duke Johnson,Cle,0
2016,DEF,Austin Johnson,Ten,0.5
2016,DEF,Isaiah Johnson,LA,0
2016,DEF,Cam Johnson,Cle,3
2016,DEF,Steven Johnson,Pit,0
2016,DEF,Jeron Johnson,Sea,0
2016,DEF,Charles Johnson,Car,4
2016,DEF,Josh Johnson,Jax,0.5
2016,DEF,Charles Johnson,Min,0
2016,DEF,Wesley Johnson,NYJ,0
2016,DEF,Kevin Johnson,Hou,0
2016,DEF,David Johnson,Pit,0
2016,DEF,Taiwan Jones,NYJ,0
2016,DEF,Howard Jones,TB,0
2016,DEF,Colin Jones,Car,0
2016,DEF,Abry Jones,Jax,0
2016,DEF,Jason Jones,Mia,3.5
2016,DEF,Chris Jones,KC,2
2016,DEF,Jonathan Jones,NE,0
2016,DEF,Datone Jones,GB,1
2016,DEF,Art Jones,Ind,0
2016,DEF,Cyrus Jones,NE,0
2016,DEF,Julio Jones,Atl,0
2016,DEF,DaQuan Jones,Ten,1.5
2016,DEF,Chris Jones,Dal,0
2016,DEF,Matt Jones,Was,0
2016,DEF,Chandler Jones,Ari,11
2016,DEF,Don Jones,Hou,0
2016,DEF,Chris Jones,SF,0
2016,DEF,Taiwan Jones,Oak,0
2016,DEF,Christian Jones,Chi,0
2016,DEF,Cameron Jordan,NO,7.5
2016,DEF,Michael Jordan,LA,0
2016,DEF,Johnathan Joseph,Hou,0
2016,DEF,Linval Joseph,Min,4
2016,DEF,Lamarcus Joyner,LA,1
2016,DEF,Matt Judon,Bal,4
2016,DEF,Kyle Juszczyk,Bal,0
2016,DEF,Colin Kaepernick,SF,0
2016,DEF,Ufomba Kamalu,Hou,1
2016,DEF,Drew Kaser,SD,0
2016,DEF,Jayron Kearse,Min,0
2016,DEF,Bryson Keeton,NYJ,0
2016,DEF,Dennis Kelly,Ten,0
2016,DEF,Ryan Kelly,Ind,0
2016,DEF,Lance Kendricks,LA,0
2016,DEF,Mychal Kendricks,Phi,0
2016,DEF,Devon Kennard,NYG,1
2016,DEF,Shiloh Keo,NO,0
2016,DEF,Jeremy Kerley,SF,0
2016,DEF,Zach Kerr,Ind,2.5
2016,DEF,Joe Kerridge,GB,0
2016,DEF,Ryan Kerrigan,Was,11
2016,DEF,Josh Keyes,TB,0
2016,DEF,Darius Kilgo,Den,0
2016,DEF,Daniel Kilgore,SF,0
2016,DEF,Derrick Kindred,Cle,0
2016,DEF,Marquette King,Oak,0
2016,DEF,Tavarres King,NYG,0
2016,DEF,Brandon King,NE,0
2016,DEF,Deon King,SD,0
2016,DEF,Christian Kirksey,Cle,2.5
2016,DEF,A.J. Klein,Car,1
2016,DEF,Josh Kline,Ten,0
2016,DEF,Karl Klug,Ten,1.5
2016,DEF,Sam Koch,Bal,0
2016,DEF,Cyrus Kouandjio,Buf,0
2016,DEF,Ben Koyack,Jax,0
2016,DEF,Casey Kreiter,Den,0
2016,DEF,Tyler Kroft,Cin,0
2016,DEF,Paul Kruger,NO,1.5
2016,DEF,John Kuhn,NO,0
2016,DEF,Nick Kwiatkoski,Chi,1
2016,DEF,L.P. Ladouceur,Dal,0
2016,DEF,Brandon LaFell,Cin,0
2016,DEF,DaVonte Lambert,TB,0
2016,DEF,Jake Lampman,NO,0
2016,DEF,Emmanuel Lamur,Min,0
2016,DEF,Chris Landrum,SD,1
2016,DEF,Jarvis Landry,Mia,0
2016,DEF,Jeremy Lane,Sea,0
2016,DEF,Jeremy Langford,Chi,0
2016,DEF,Kendall Langford,Ind,0
2016,DEF,Ted Larsen,Chi,0
2016,DEF,Tyler Larsen,Car,0
2016,DEF,Daniel Lasco,NO,0
2016,DEF,Darius Latham,Oak,0
2016,DEF,Cody Latimer,Den,0
2016,DEF,James Laurinaitis,NO,0
2016,DEF,Shawn Lauvao,Was,0
2016,DEF,Demarcus Lawrence,Dal,1
2016,DEF,Nevin Lawson,Det,0
2016,DEF,Shaq Lawson,Buf,2
2016,DEF,Shane Lechler,Hou,0
2016,DEF,Marqise Lee,Jax,0
2016,DEF,Sean Lee,Dal,0
2016,DEF,Andy Lee,Car,0
2016,DEF,Darron Lee,NYJ,1
2016,DEF,Corey Lemonier,Cle,2
2016,DEF,Charles Leno,Chi,0
2016,DEF,Anthony Levine,Bal,0
2016,DEF,Andrew Levitre,Atl,0
2016,DEF,DeAndre Levy,Det,0
2016,DEF,Taylor Lewan,Ten,0
2016,DEF,Alex Lewis,Bal,0
2016,DEF,Kendrick Lewis,Bal,0
2016,DEF,Roger Lewis,NYG,0
2016,DEF,Tommylee Lewis,NO,0
2016,DEF,Kory Lichtensteiger,Was,0
2016,DEF,Brandon Linder,Jax,0
2016,DEF,Zach Line,Min,0
2016,DEF,Cory Littleton,LA,0
2016,DEF,Corey Liuget,SD,0
2016,DEF,Jeff Locke,Min,0
2016,DEF,Bennie Logan,Phi,2.5
2016,DEF,Chris Long,NE,4
2016,DEF,Jake Long,Min,0
2016,DEF,Matt Longacre,LA,0
2016,DEF,Star Lotulelei,Car,4
2016,DEF,Ricardo Louis,Cle,0
2016,DEF,Kyle Love,Car,1.5
2016,DEF,Dean Lowry,GB,2
2016,DEF,Jordan Lucas,Mia,0
2016,DEF,Andrew Luck,Ind,0
2016,DEF,Wil Lutz,NO,0
2016,DEF,Cameron Lynch,TB,0
2016,DEF,Aaron Lynch,SF,1.5
2016,DEF,Alex Mack,Atl,0
2016,DEF,Jeremy Maclin,KC,0
2016,DEF,Curt Maggitt,Ind,0
2016,DEF,Chris Maragos,Phi,0
2016,DEF,Justin March-Lillard,KC,0
2016,DEF,Sen'Derrick Marks,Jax,3.5
2016,DEF,Ali Marpet,TB,0
2016,DEF,Bradley Marquez,LA,0
2016,DEF,Cassius Marsh,Sea,3
2016,DEF,Nick Marshall,NYJ,0
2016,DEF,Jalin Marshall,NYJ,0
2016,DEF,Brandon Marshall,Den,0
2016,DEF,Brandon Marshall,NYJ,0
2016,DEF,Gabe Martin,Ari,0
2016,DEF,Kareem Martin,Ari,1
2016,DEF,Josh Martin,NYJ,0.5
2016,DEF,Ronald Martin,NYJ,0
2016,DEF,Zack Martin,Dal,0
2016,DEF,Bobby Massie,Chi,0
2016,DEF,Tyler Matakevich,Pit,0
2016,DEF,Ricardo Mathews,Pit,1
2016,DEF,Ryan Mathews,Phi,0
2016,DEF,Robert Mathis,Ind,5
2016,DEF,Clay Matthews,GB,5
2016,DEF,Jordan Matthews,Phi,0
2016,DEF,Josh Mauro,Ari,0
2016,DEF,Michael Mauti,NO,1
2016,DEF,Johnny Maxey,Pit,0
2016,DEF,Vince Mayle,Dal,0
2016,DEF,David Mayo,Car,0
2016,DEF,Benson Mayowa,Dal,6
2016,DEF,Chris McCain,NO,0
2016,DEF,Robert McClain,Car,0.5
2016,DEF,Terrell McClain,Dal,2.5
2016,DEF,Albert McClellan,Bal,1
2016,DEF,Shea McClellin,NE,1
2016,DEF,Dexter McCluster,SD,0
2016,DEF,Gerald McCoy,TB,7
2016,DEF,Kelcie McCray,Sea,0
2016,DEF,Lerentee McCray,Buf,0
2016,DEF,Daniel McCullers,Pit,1
2016,DEF,Tony McDaniel,Sea,0
2016,DEF,Kevin McDermott,Min,0
2016,DEF,Clinton McDonald,TB,3.5
2016,DEF,Dewey McDonald,Sea,0
2016,DEF,Dexter McDonald,Oak,0
2016,DEF,Vance McDonald,SF,0
2016,DEF,Dexter McDougle,NYJ,0
2016,DEF,Tanner McEvoy,Sea,0
2016,DEF,Leon McFadden,Dal,0
2016,DEF,Stacy McGee,Oak,2.5
2016,DEF,T.Y. McGill,Ind,2
2016,DEF,Keith McGill,Oak,0
2016,DEF,Sean McGrath,SD,0
2016,DEF,Benardrick McKinney,Hou,5
2016,DEF,Jerick McKinnon,Min,0
2016,DEF,Steve McLendon,NYJ,3.5
2016,DEF,Sherrick McManis,Chi,0
2016,DEF,Brandon McManus,Den,0
2016,DEF,Josh McNary,Ind,0
2016,DEF,Pernell McPhee,Chi,4
2016,DEF,Jake McQuaide,LA,0
2016,DEF,Steven Means,Phi,1
2016,DEF,Jamie Meder,Cle,1
2016,DEF,Jonathan Meeks,Buf,0
2016,DEF,Rashaan Melvin,Ind,0
2016,DEF,Whitney Mercilus,Hou,7.5
2016,DEF,Cameron Meredith,Chi,0
2016,DEF,Doug Middleton,NYJ,0
2016,DEF,Rontez Miles,NYJ,0
2016,DEF,Lamar Miller,Hou,0
2016,DEF,Roy Miller,Jax,0
2016,DEF,Von Miller,Den,13.5
2016,DEF,Jalen Mills,Phi,0
2016,DEF,Chris Milton,Ind,0
2016,DEF,Barkevious Mingo,NE,0
2016,DEF,Kevin Minter,Ari,3.5
2016,DEF,Koa Misi,Mia,0
2016,DEF,Earl Mitchell,Mia,0
2016,DEF,Malcolm Mitchell,NE,0
2016,DEF,Terrance Mitchell,KC,0
2016,DEF,Arthur Moats,Pit,3.5
2016,DEF,Ifeanyi Momah,Ari,0
2016,DEF,Donte Moncrief,Ind,0
2016,DEF,Ty Montgomery,GB,0
2016,DEF,Nick Moody,Was,0
2016,DEF,Chris Moore,Bal,0
2016,DEF,Corey Moore,Hou,0
2016,DEF,Damontre Moore,Sea,0.5
2016,DEF,Sio Moore,Ari,0
2016,DEF,Derrick Morgan,Ten,9
2016,DEF,Alfred Morris,Dal,0
2016,DEF,Antonio Morrison,Ind,0
2016,DEF,Mitch Morse,KC,0
2016,DEF,Thomas Morstead,NO,0
2016,DEF,Dezman Moses,KC,0
2016,DEF,Morgan Moses,Was,0
2016,DEF,Don Muhlbach,Det,0
2016,DEF,Keith Mumphery,Hou,0
2016,DEF,Captain Munnerlyn,Min,0
2016,DEF,Kyle Murphy,GB,0
2016,DEF,Trent Murphy,Was,9
2016,DEF,Eric Murray,KC,0
2016,DEF,Patrick Murray,Cle,0
2016,DEF,Jason Myers,Jax,0
2016,DEF,Brandon Myers,TB,0
2016,DEF,Carl Nassib,Cle,2.5
2016,DEF,Keanu Neal,Atl,0
2016,DEF,Sharrod Neasman,Atl,0
2016,DEF,Steven Nelson,KC,0
2016,DEF,Corey Nelson,Den,0
2016,DEF,J.J. Nelson,Ari,0
2016,DEF,Kyle Nelson,SF,0
2016,DEF,Cam Newton,Car,0
2016,DEF,Haloti Ngata,Det,1.5
2016,DEF,Troy Niklas,Ari,0
2016,DEF,Rob Ninkovich,NE,4
2016,DEF,Roosevelt Nix,Pit,0
2016,DEF,Taurean Nixon,Den,0
2016,DEF,Robert Nkemdiche,Ari,0
2016,DEF,Jared Norris,Car,0
2016,DEF,Brad Nortman,Jax,0
2016,DEF,Andrew Norwell,Car,0
2016,DEF,Jordan Norwood,Den,0
2016,DEF,Nick Novak,Hou,0
2016,DEF,Ty Nsekhe,Was,0
2016,DEF,Mike Nugent,Cin,0
2016,DEF,Rakeem Nunez-Roches,KC,1
2016,DEF,Mark Nzeocha,Dal,0
2016,DEF,Nick O'Leary,Buf,0
2016,DEF,James O'Shaughnessy,KC,0
2016,DEF,Victor Ochi,NYJ,0
2016,DEF,Owamagbe Odighizuwa,NYG,0
2016,DEF,Jared Odrick,Jax,1
2016,DEF,Emmanuel Ogbah,Cle,5.5
2016,DEF,Alex Okafor,Ari,3.5
2016,DEF,Russell Okung,Den,0
2016,DEF,Romeo Okwara,NYG,1
2016,DEF,Ayodeji Olatoye,Atl,0
2016,DEF,Jamize Olawale,Oak,0
2016,DEF,Greg Olsen,Car,0
2016,DEF,Patrick Omameh,Jax,0
2016,DEF,Patrick Onwuasor,Bal,0
2016,DEF,David Onyemata,NO,0
2016,DEF,Brian Orakpo,Ten,10.5
2016,DEF,Nate Orchard,Cle,0
2016,DEF,Leon Orr,Mia,0
2016,DEF,Kelechi Osemele,Oak,0
2016,DEF,Matt Overton,Ind,0
2016,DEF,Stephen Paea,Cle,0.5
2016,DEF,Michael Palardy,Car,0
2016,DEF,Tenny Palepoi,SD,0
2016,DEF,Nate Palmer,Ten,0
2016,DEF,Kevin Pamphile,TB,0
2016,DEF,DeVante Parker,Mia,0
2016,DEF,Jermey Parnell,Jax,0
2016,DEF,David Parry,Ind,3
2016,DEF,Cordarrelle Patterson,Min,0
2016,DEF,Quinton Patton,SF,0
2016,DEF,Niles Paul,Was,0
2016,DEF,Logan Paulsen,Chi,0
2016,DEF,Spencer Paysinger,Mia,0
2016,DEF,Charone Peake,NYJ,0
2016,DEF,Andrus Peat,NO,0
2016,DEF,Cedric Peerman,Cin,0
2016,DEF,Domata Peko,Cin,0
2016,DEF,Kyle Peko,Den,0
2016,DEF,Mike Pennel,GB,0
2016,DEF,Julius Peppers,GB,7.5
2016,DEF,Justin Perillo,GB,0
2016,DEF,Joshua Perkins,Atl,0
2016,DEF,Paul Perkins,NYG,0
2016,DEF,Joshua Perry,SD,0
2016,DEF,Corey Peters,Ari,0
2016,DEF,Brian Peters,Hou,0
2016,DEF,Adrian Peterson,Min,0
2016,DEF,Bryce Petty,NYJ,0
2016,DEF,Dashaun Phillips,Was,0
2016,DEF,Darius Philon,SD,1
2016,DEF,Michael Pierce,Bal,2
2016,DEF,Kevin Pierre-Louis,Sea,0
2016,DEF,Jason Pierre-Paul,NYG,7
2016,DEF,Bradley Pinion,SF,0
2016,DEF,Eric Pinkins,NYG,0
2016,DEF,Dennis Pitta,Bal,0
2016,DEF,Lafayette Pitts,Mia,0
2016,DEF,Eddie Pleasant,Hou,0
2016,DEF,Dontari Poe,KC,1.5
2016,DEF,Maurkice Pouncey,Pit,0
2016,DEF,Walter Powell,Buf,0
2016,DEF,Bilal Powell,NYJ,0
2016,DEF,Tyvis Powell,Sea,0
2016,DEF,Jordan Poyer,Cle,0
2016,DEF,Dak Prescott,Dal,0
2016,DEF,Jay Prosch,Hou,0
2016,DEF,Chris Prosinski,Chi,0
2016,DEF,MyCole Pruitt,Chi,0
2016,DEF,Terrelle Pryor,Cle,0
2016,DEF,Calvin Pryor,NYJ,0
2016,DEF,Justin Pugh,NYG,0
2016,DEF,Hayes Pullard,Jax,0
2016,DEF,Spencer Pulley,SD,0
2016,DEF,Mike Purcell,SF,0
2016,DEF,Brian Quick,LA,0
2016,DEF,Ryan Quigley,Ari,0
2016,DEF,Robert Quinn,LA,4
2016,DEF,Bobby Rainey,NYG,0
2016,DEF,Sheldon Rankins,NO,4
2016,DEF,Thomas Rawls,Sea,0
2016,DEF,Shane Ray,Den,8
2016,DEF,D.J. Reader,Hou,1
2016,DEF,Keith Reaser,SF,0
2016,DEF,Marcel Reece,Sea,0
2016,DEF,Brooks Reed,Atl,2
2016,DEF,Jarran Reed,Sea,1.5
2016,DEF,Kalan Reed,Ten,0
2016,DEF,Caraun Reid,SD,1
2016,DEF,Riley Reiff,Det,0
2016,DEF,Trevor Reilly,Mia,0
2016,DEF,Joe Reitz,Ind,0
2016,DEF,Mike Remmers,Car,0
2016,DEF,Kendall Reyes,Was,1
2016,DEF,Ed Reynolds,Cle,1
2016,DEF,LaRoy Reynolds,Atl,0
2016,DEF,Chase Reynolds,LA,0
2016,DEF,Denzel Rice,Hou,0
2016,DEF,Jalen Richard,Oak,0
2016,DEF,Jordan Richards,NE,0
2016,DEF,Sheldon Richardson,NYJ,1.5
2016,DEF,Paul Richardson,Sea,0
2016,DEF,Weston Richburg,NYG,0
2016,DEF,Hassan Ridgeway,Ind,1.5
2016,DEF,Perry Riley,Oak,0
2016,DEF,Christian Ringo,GB,0
2016,DEF,Aaron Ripkowski,GB,0
2016,DEF,Trevor Roach,Cin,0
2016,DEF,Marcus Roberson,Buf,0
2016,DEF,Elandon Roberts,NE,0
2016,DEF,Darryl Roberts,NYJ,0
2016,DEF,Seth Roberts,Oak,0
2016,DEF,Edmond Robinson,Min,0
2016,DEF,Demarcus Robinson,KC,0
2016,DEF,Denard Robinson,Jax,0
2016,DEF,Greg Robinson,LA,0
2016,DEF,Josh Robinson,TB,0
2016,DEF,Keenan Robinson,NYG,0
2016,DEF,Allen Robinson,Jax,0
2016,DEF,Patrick Robinson,Ind,0
2016,DEF,A'Shawn Robinson,Det,2
2016,DEF,Corey Robinson,Det,0
2016,DEF,Brian Robison,Min,7.5
2016,DEF,Jacquizz Rodgers,TB,0
2016,DEF,Richard Rodgers,GB,0
2016,DEF,Chester Rogers,Ind,0
2016,DEF,Eli Rogers,Pit,0
2016,DEF,Eddie Royal,Chi,0
2016,DEF,Ahtyba Rubin,Sea,1
2016,DEF,Frostee Rucker,Ari,0
2016,DEF,Kyle Rudolph,Min,0
2016,DEF,Ryan Russell,TB,1
2016,DEF,Jon Ryan,Sea,0
2016,DEF,Jake Ryan,GB,0
2016,DEF,Rodger Saffold,LA,0
2016,DEF,Garrison Sanborn,Buf,0
2016,DEF,Mark Sanchez,Dal,0
2016,DEF,Zack Sanchez,Car,0
2016,DEF,Emmanuel Sanders,Den,0
2016,DEF,Cairo Santos,KC,0
2016,DEF,Mohamed Sanu,Atl,0
2016,DEF,Patrick Scales,Chi,0
2016,DEF,Brennan Scarlett,Hou,0
2016,DEF,Colton Schmidt,Buf,0
2016,DEF,Joe Schobert,Cle,0.5
2016,DEF,Michael Schofield,Den,0
2016,DEF,Mitchell Schwartz,KC,0
2016,DEF,Chris Scott,Car,0
2016,DEF,Coty Sensabaugh,LA,0
2016,DEF,Kevon Seymour,Buf,0
2016,DEF,Al-Hajj Shabazz,Pit,0
2016,DEF,Jabaal Sheard,NE,5
2016,DEF,Derrick Shelby,Atl,0
2016,DEF,Danny Shelton,Cle,1.5
2016,DEF,Russell Shepard,TB,0
2016,DEF,Sterling Shepard,NYG,0
2016,DEF,JaCorey Shepherd,SF,0
2016,DEF,Kelvin Sheppard,NYG,0
2016,DEF,Marcus Sherels,Min,0
2016,DEF,Anthony Sherman,KC,0
2016,DEF,Sam Shields,GB,0
2016,DEF,A.Q. Shipley,Ari,0
2016,DEF,Kawann Short,Car,6
2016,DEF,Cecil Shorts,TB,0
2016,DEF,Trevor Siemian,Den,0
2016,DEF,Sealver Siliga,TB,1
2016,DEF,Deon Simon,NYJ,1.5
2016,DEF,Tharold Simon,Ari,0
2016,DEF,John Simon,Hou,3.5
2016,DEF,Pat Sims,Cin,1.5
2016,DEF,Charles Sims,TB,0
2016,DEF,Dion Sims,Mia,0
2016,DEF,Eugene Sims,LA,2.5
2016,DEF,Jeremiah Sirles,Min,0
2016,DEF,Deontae Skinner,NYG,0
2016,DEF,Shayne Skov,SF,0
2016,DEF,Dan Skuta,Jax,0
2016,DEF,Matt Slater,NE,0
2016,DEF,Matthew Slauson,SD,0
2016,DEF,Wendell Smallwood,Phi,0
2016,DEF,Tyron Smith,Dal,0
2016,DEF,Devin Smith,NYJ,0
2016,DEF,Za'Darius Smith,Bal,1
2016,DEF,Rod Smith,Dal,0
2016,DEF,Derron Smith,Cin,0
2016,DEF,Ryan Smith,TB,0
2016,DEF,Garrison Smith,Sea,0
2016,DEF,Harrison Smith,Min,2
2016,DEF,Antonio Smith,Hou,0.5
2016,DEF,Steve Smith,Bal,0
2016,DEF,Jimmy Smith,Bal,0
2016,DEF,Alex Smith,KC,0
2016,DEF,Keith Smith,Dal,0
2016,DEF,Chris Smith,Jax,1
2016,DEF,Terrance Smith,KC,0
2016,DEF,Torrey Smith,SF,0
2016,DEF,Marcus Smith,Phi,2.5
2016,DEF,CJ Smith,Phi,0
2016,DEF,Willie Snead,NO,0
2016,DEF,Paul Soliai,Car,0
2016,DEF,Sean Spence,Ten,3
2016,DEF,Noah Spence,TB,5.5
2016,DEF,Akeem Spence,TB,0.5
2016,DEF,Brandon Spikes,Buf,0
2016,DEF,C.J. Spiller,NYJ,0
2016,DEF,Jason Spriggs,GB,0
2016,DEF,Darren Sproles,Phi,0
2016,DEF,Damion Square,SD,2.5
2016,DEF,Matthew Stafford,Det,0
2016,DEF,Joe Staley,SF,0
2016,DEF,Julian Stanford,NYJ,0
2016,DEF,Justin Staples,Ten,0
2016,DEF,Shamar Stephen,Min,0
2016,DEF,Donald Stephenson,Den,0
2016,DEF,Neal Sterling,Jax,0
2016,DEF,Devon Still,Hou,0
2016,DEF,Kenny Stills,Mia,0
2016,DEF,Ed Stinson,Ari,0
2016,DEF,Luke Stocker,TB,0
2016,DEF,Rod Streater,SF,0
2016,DEF,Darrell Stuckey,SD,0
2016,DEF,Xavier Su'a-Filo,Hou,0
2016,DEF,Terrell Suggs,Bal,8
2016,DEF,Ndamukong Suh,Mia,5
2016,DEF,Vinnie Sunseri,SF,0
2016,DEF,Phillip Supernaw,Ten,0
2016,DEF,Will Sutton,Chi,0
2016,DEF,Travis Swanson,Det,0
2016,DEF,Erik Swoope,Ind,0
2016,DEF,Darryl Tapp,NO,0.5
2016,DEF,Jaquiski Tartt,SF,1
2016,DEF,Brandon Tate,Buf,0
2016,DEF,Stepfan Taylor,Ari,0
2016,DEF,Devin Taylor,Det,4.5
2016,DEF,Jordan Taylor,Den,0
2016,DEF,Lane Taylor,GB,0
2016,DEF,Manti Te'o,SD,0
2016,DEF,Steven Terrell,Sea,0
2016,DEF,Robenson Therezie,Atl,0
2016,DEF,Adam Thielen,Min,0
2016,DEF,Robert Thomas,NYG,1
2016,DEF,Shamarko Thomas,Pit,0
2016,DEF,Joe Thomas,Cle,0
2016,DEF,Julius Thomas,Jax,0
2016,DEF,Lawrence Thomas,NYJ,0
2016,DEF,Michael Thomas,Mia,1
2016,DEF,Cam Thomas,LA,1
2016,DEF,Michael Thomas,NO,0
2016,DEF,Demaryius Thomas,Den,0
2016,DEF,Mike Thomas,LA,0
2016,DEF,De'Anthony Thomas,KC,0
2016,DEF,Chris Thompson,Was,0
2016,DEF,Deonte Thompson,Chi,0
2016,DEF,Darian Thompson,NYG,0
2016,DEF,Juwan Thompson,Den,0
2016,DEF,Mykkele Thompson,NYG,0
2016,DEF,Peyton Thompson,Jax,0
2016,DEF,Cedric Thornton,Dal,1.5
2016,DEF,Khyri Thornton,Det,1
2016,DEF,Neiko Thorpe,Sea,0
2016,DEF,Joe Thuney,NE,0
